pop_group,lam_geom,lam_var,lam_stoch,clim.mean,clim.var,asp.effects,asp.mag,clim.sd,rho,rep,move.rate,mean.sub.corr
s_1,0.7614505637172929,0.0842005820970463,0.7300587129228974,0.9515136028410085,194.5806998321259,"-1,1",5,14,0,1,0.8,0.26156743342568806
pop,0.7897841692014934,0.03970095602630186,0.7742611552616775,-0.8559171361800026,155.04486240399143,"-1,1",5,14,0.2,1,0.8,0.2628852736412263
s_-1,0.7758343835199156,0.07501758896501637,0.7472727753760078,-0.8559171361800026,155.04486240399143,"-1,1",5,14,0.2,1,0.8,0.2628852736412263
s_1,0.7984401898632181,0.07571758353831254,0.7687772533205428,-0.8559171361800026,155.04486240399143,"-1,1",5,14,0.2,1,0.8,0.2628852736412263
pop,0.7856693705415677,0.043226880402390165,0.7688705467167889,1.015991540695284,177.12568633527655,"-1,1",6,14,0,1,0.8,0.08819253287391643
s_-1,0.7806022316967156,0.08467145950646762,0.748244640459204,1.015991540695284,177.12568633527655,"-1,1",6,14,0,1,0.8,0.08819253287391643
s_1,0.7823483159165017,0.089008377839457975,0.7482939403986544,1.015991540695284,177.12568633527655,"-1,1",6,14,0,1,0.8,0.08819253287391643
pop,0.7642108195418557,0.042710279442086226,0.7480640129995743,0.7559297358396192,198.92808653425257,"-1,1",6,14,0.2,1,0.8,0.04452901437278261
s_-1,0.7701877685799954,0.09011572143793581,0.7362549658269995,0.7559297358396192,198.92808653425257,"-1,1",6,14,0.2,1,0.8,0.04452901437278261
s_1,0.7538646079593705,0.08831305604308011,0.7213008073605107,0.7559297358396192,198.92808653425257,"-1,1",6,14,0.2,1,0.8,0.04452901437278261
pop,0.7821963124832964,0.036460171069300815,0.7680659965679654,0.728456103552131,187.0704027243616,"-1,1",7,14,0,1,0.8,-0.24667809615623176
s_-1,0.7808833992372187,0.09163642307566118,0.7459119997206647,0.728456103552131,187.0704027243616,"-1,1",7,14,0,1,0.8,-0.24667809615623176
s_1,0.7695555815412488,0.10790763491924799,0.7291353382344916,0.728456103552131,187.0704027243616,"-1,1",7,14,0,1,0.8,-0.24667809615623176
pop,0.7945670474840817,0.03491158259988241,0.7808176037642673,-0.1088674045738846,176.93975008797466,"-1,1",7,14,0.2,1,0.8,-0.19692445275644394
s_-1,0.7790932550082577,0.09403326118235149,0.7433106943519738,-0.1088674045738846,176.93975008797466,"-1,1",7,14,0.2,1,0.8,-0.19692445275644394
s_1,0.7925626612085832,0.09867531201046703,0.754408436556951,-0.1088674045738846,176.93975008797466,"-1,1",7,14,0.2,1,0.8,-0.19692445275644394
pop,0.798380461608379,0.039446662346864524,0.7827880123466535,-1.3188159859862612,186.33135450580144,"-1,1",8,14,0,1,0.8,-0.346985184179275
s_-1,0.7817103535161617,0.11757987820018614,0.7370784568829608,-1.3188159859862612,186.33135450580144,"-1,1",8,14,0,1,0.8,-0.346985184179275
s_1,0.7939870506216037,0.11005954114173516,0.7514745789205176,-1.3188159859862612,186.33135450580144,"-1,1",8,14,0,1,0.8,-0.346985184179275
pop,0.8178297522659306,0.03901478611735347,0.8020306267206937,-0.30999621378543435,166.46487042346538,"-1,1",8,14,0.2,1,0.8,-0.4386278680281931
s_-1,0.78120316348625,0.11271866935548633,0.7383927863468334,-0.30999621378543435,166.46487042346538,"-1,1",8,14,0.2,1,0.8,-0.4386278680281931
s_1,0.8178041034205009,0.11103272010267413,0.7736398579514875,-0.30999621378543435,166.46487042346538,"-1,1",8,14,0.2,1,0.8,-0.4386278680281931
pop,0.8191945269660963,0.04316671551907664,0.8017030003717863,0.6753780013113767,218.84484225070145,"-1,1",9,14,0,1,0.8,-0.5016033946967435
s_-1,0.808476331802848,0.13649070481100473,0.7551421819444516,0.6753780013113767,218.84484225070145,"-1,1",9,14,0,1,0.8,-0.5016033946967435
s_1,0.7771531958076686,0.14343076485278872,0.7233709142555501,0.6753780013113767,218.84484225070145,"-1,1",9,14,0,1,0.8,-0.5016033946967435
pop,0.8251963182568298,0.04494678862555233,0.8068581878340112,-0.1685141804106853,230.43048628198207,"-1,1",9,14,0.2,1,0.8,-0.5016398238960788
s_-1,0.7888241412816847,0.14461813466046597,0.7337984066590937,-0.1685141804106853,230.43048628198207,"-1,1",9,14,0.2,1,0.8,-0.5016398238960788
s_1,0.7950909008747833,0.13940244714824654,0.741559369601901,-0.1685141804106853,230.43048628198207,"-1,1",9,14,0.2,1,0.8,-0.5016398238960788
pop,0.8628386269818878,0.06062198922830892,0.8370775246416249,-0.028795263673474625,221.09165881931386,"-1,1",10,14,0,1,0.8,-0.6553140724104127
s_-1,0.8239370195551183,0.18423280578548018,0.751429724752409,-0.028795263673474625,221.09165881931386,"-1,1",10,14,0,1,0.8,-0.6553140724104127
s_1,0.8104103454579602,0.17812107468601662,0.7413554362743446,-0.028795263673474625,221.09165881931386,"-1,1",10,14,0,1,0.8,-0.6553140724104127
pop,0.8704128553306664,0.06423096838466094,0.8429032318942032,1.5120685289242863,227.8865458129526,"-1,1",10,14,0.2,1,0.8,-0.5970196919825963
s_-1,0.8317935353108995,0.17614259537660742,0.7616696699264204,1.5120685289242863,227.8865458129526,"-1,1",10,14,0.2,1,0.8,-0.5970196919825963
s_1,0.795932318034134,0.17678893384939515,0.7285962135738993,1.5120685289242863,227.8865458129526,"-1,1",10,14,0.2,1,0.8,-0.5970196919825963
pop,0.9563033601939187,0.06424652822000772,0.9260719403430616,-1.171268730056268,176.53136974084578,"-1,1",11,14,0,1,0.8,-0.7719194545897019
s_-1,0.8494600749893308,0.22882905527962935,0.7576233891769064,-1.171268730056268,176.53136974084578,"-1,1",11,14,0,1,0.8,-0.7719194545897019
s_1,0.907547709360575,0.2247327297968269,0.8110906083928251,-1.171268730056268,176.53136974084578,"-1,1",11,14,0,1,0.8,-0.7719194545897019
pop,0.9503203995529029,0.08652410537572928,0.910084213679195,0.13373199492175358,193.12977483936865,"-1,1",11,14,0.2,1,0.8,-0.7478975727530311
s_-1,0.8828894267772337,0.22616670105537934,0.7884875507430956,0.13373199492175358,193.12977483936865,"-1,1",11,14,0.2,1,0.8,-0.7478975727530311
s_1,0.8635510372376622,0.22603483948445013,0.7712677435503885,0.13373199492175358,193.12977483936865,"-1,1",11,14,0.2,1,0.8,-0.7478975727530311
pop,0.9569373663656748,0.09766226295731861,0.9113315847806558,-0.0303548243951415,234.28351522996044,"-1,1",12,14,0,1,0.8,-0.7457909802532112
s_-1,0.8643729466458904,0.27203817605200264,0.7544471571580345,-0.0303548243951415,234.28351522996044,"-1,1",12,14,0,1,0.8,-0.7457909802532112
s_1,0.8758954372116938,0.26075937399727217,0.7688278120303625,-0.0303548243951415,234.28351522996044,"-1,1",12,14,0,1,0.8,-0.7457909802532112
pop,1.0117217398938725,0.1118724692648624,0.9566835010309638,-1.2968772966585214,177.7161357258404,"-1,1",12,14,0.2,1,0.8,-0.8238730661057523
s_-1,0.8905573321207249,0.2692577904456345,0.7783829193718452,-1.2968772966585214,177.7161357258404,"-1,1",12,14,0.2,1,0.8,-0.8238730661057523
s_1,0.9022674060489375,0.2511645498080804,0.7957846907575521,-1.2968772966585214,177.7161357258404,"-1,1",12,14,0.2,1,0.8,-0.8238730661057523
pop,1.0104168622784875,0.11178332542063395,0.9554921966756993,0.23874762556260462,187.18765427529578,"-1,1",13,14,0,1,0.8,-0.7964321962901905
s_-1,0.9031137210767074,0.29648546176454754,0.778684339709626,0.23874762556260462,187.18765427529578,"-1,1",13,14,0,1,0.8,-0.7964321962901905
s_1,0.8996960350464357,0.28285704796138933,0.7810416234263654,0.23874762556260462,187.18765427529578,"-1,1",13,14,0,1,0.8,-0.7964321962901905
pop,1.0508147259447058,0.17555853217192288,0.9625074492948573,0.2067435474921141,190.8422677323103,"-1,1",13,14,0.2,1,0.8,-0.792157439740292
s_-1,0.9376402650144527,0.31052687493838194,0.8027978390878832,0.2067435474921141,190.8422677323103,"-1,1",13,14,0.2,1,0.8,-0.792157439740292
s_1,0.8664097116716527,0.2957282272335195,0.7473202373784168,0.2067435474921141,190.8422677323103,"-1,1",13,14,0.2,1,0.8,-0.792157439740292
pop,0.9969387166528443,0.1075908525280374,0.9447249945259909,-0.21542472445904176,210.31123762773922,"-1,1",14,14,0,1,0.8,-0.73426128060795115
s_-1,0.8647827536578323,0.3125058960121349,0.7396857068761067,-0.21542472445904176,210.31123762773922,"-1,1",14,14,0,1,0.8,-0.73426128060795115
s_1,0.9113111275526811,0.3089511811941707,0.7808700692997098,-0.21542472445904176,210.31123762773922,"-1,1",14,14,0,1,0.8,-0.73426128060795115
pop,1.0833893013880893,0.25531767295882,0.9535489984021268,1.6060613747372268,195.4672684295063,"-1,1",14,14,0.2,1,0.8,-0.7505007020443796
s_-1,0.9540332821406278,0.34727066875475954,0.8019636024855934,1.6060613747372268,195.4672684295063,"-1,1",14,14,0.2,1,0.8,-0.7505007020443796
s_1,0.8593603570070913,0.3257487554438704,0.7301967101988518,1.6060613747372268,195.4672684295063,"-1,1",14,14,0.2,1,0.8,-0.7505007020443796
pop,1.0370730566257296,0.17961198348640264,0.9479973093204616,0.1606859311995937,171.38375041558575,"-1,1",15,14,0,1,0.8,-0.7042356979819426
s_-1,0.8849683745974688,0.3317572468537106,0.749700119588732,0.1606859311995937,171.38375041558575,"-1,1",15,14,0,1,0.8,-0.7042356979819426
s_1,0.9094589896741173,0.34178471554718676,0.7665941701472283,0.1606859311995937,171.38375041558575,"-1,1",15,14,0,1,0.8,-0.7042356979819426
pop,1.0712266074887733,0.22508501820986074,0.9572045638299213,0.16404524576768958,208.3275258185842,"-1,1",15,14,0.2,1,0.8,-0.7018632855391107
s_-1,0.903868369975671,0.33230693720514914,0.7655008096360457,0.16404524576768958,208.3275258185842,"-1,1",15,14,0.2,1,0.8,-0.7018632855391107
s_1,0.8837280204166409,0.3400073924482187,0.7455674824762937,0.16404524576768958,208.3275258185842,"-1,1",15,14,0.2,1,0.8,-0.7018632855391107
pop,1.041901228197687,0.2521577599736239,0.9184831388655758,1.1179870118355366,170.11780084777018,"-1,1",16,14,0,1,0.8,-0.6775323119486962
s_-1,0.8917376114161031,0.3523981887204886,0.7476783239945763,1.1179870118355366,170.11780084777018,"-1,1",16,14,0,1,0.8,-0.6775323119486962
s_1,0.8962906161343085,0.36170275539358093,0.7480077441426464,1.1179870118355366,170.11780084777018,"-1,1",16,14,0,1,0.8,-0.6775323119486962
pop,1.0423088055821108,0.1716227192015839,0.956596982969582,-0.06008512909276401,170.17948814208228,"-1,1",16,14,0.2,1,0.8,-0.6701459375168178
s_-1,0.8715350311167304,0.35552731893078005,0.7295970540811157,-0.06008512909276401,170.17948814208228,"-1,1",16,14,0.2,1,0.8,-0.6701459375168178
s_1,0.9205948294052545,0.37117835816120515,0.7646596521949878,-0.06008512909276401,170.17948814208228,"-1,1",16,14,0.2,1,0.8,-0.6701459375168178
pop,1.0585797750254506,0.2520159973000689,0.933252181379639,-1.0633696848305518,202.53133660181615,"-1,1",17,14,0,1,0.8,-0.6008439225727736
s_-1,0.8357015469107089,0.3674070766319598,0.695456183741109,-1.0633696848305518,202.53133660181615,"-1,1",17,14,0,1,0.8,-0.6008439225727736
s_1,0.9490811326162265,0.3969932184707905,0.7782109866398397,-1.0633696848305518,202.53133660181615,"-1,1",17,14,0,1,0.8,-0.6008439225727736
pop,1.104621326976652,0.3105592352496294,0.9457499844549143,0.8357221695876884,201.87013927696265,"-1,1",17,14,0.2,1,0.8,-0.6180223165972695
s_-1,0.9196047143837851,0.3974555472773157,0.7538671401592338,0.8357221695876884,201.87013927696265,"-1,1",17,14,0.2,1,0.8,-0.6180223165972695
s_1,0.8737139213328331,0.39385811357358563,0.7175365909391335,0.8357221695876884,201.87013927696265,"-1,1",17,14,0.2,1,0.8,-0.6180223165972695
pop,1.038856666785308,0.23544632997455936,0.9234834361697581,0.5746775557586102,214.91623422397674,"-1,1",18,14,0,1,0.8,-0.5556890394135028
s_-1,0.8798073244968504,0.40292867827744955,0.7192712847159152,0.5746775557586102,214.91623422397674,"-1,1",18,14,0,1,0.8,-0.5556890394135028
s_1,0.887969782519622,0.4129849621747729,0.7223033713971996,0.5746775557586102,214.91623422397674,"-1,1",18,14,0,1,0.8,-0.5556890394135028
pop,1.0704011634687898,0.2361755511258583,0.9511777948581124,0.2231608122903943,203.786656918757,"-1,1",18,14,0.2,1,0.8,-0.5832017356781556
s_-1,0.8902223860216074,0.41974834240711906,0.7216910453217538,0.2231608122903943,203.786656918757,"-1,1",18,14,0.2,1,0.8,-0.5832017356781556
s_1,0.8922850441779563,0.3903953590545581,0.7340579366453486,0.2231608122903943,203.786656918757,"-1,1",18,14,0.2,1,0.8,-0.5832017356781556
pop,1.0214166545889183,0.25244283862345135,0.9002967222860083,-0.7232012927645484,181.53221510447602,"-1,1",19,14,0,1,0.8,-0.5115928829744795
s_-1,0.8454338513563691,0.4004962520048415,0.6920109665797367,-0.7232012927645484,181.53221510447602,"-1,1",19,14,0,1,0.8,-0.5115928829744795
s_1,0.8895407851764182,0.4164680031620267,0.7223222408386446,-0.7232012927645484,181.53221510447602,"-1,1",19,14,0,1,0.8,-0.5115928829744795
pop,1.0184431617809908,0.28434055262700786,0.8834724884370594,-1.4388589590979843,179.04839920669102,"-1,1",19,14,0.2,1,0.8,-0.47689591334195974
s_-1,0.8047777015102345,0.37047393421343905,0.6686957176080905,-1.4388589590979843,179.04839920669102,"-1,1",19,14,0.2,1,0.8,-0.47689591334195974
s_1,0.8993760276955626,0.4168034433441808,0.7301861478174083,-1.4388589590979843,179.04839920669102,"-1,1",19,14,0.2,1,0.8,-0.47689591334195974
pop,1.0081275844293671,0.26682375534315694,0.8822170682066237,2.2792282575963148,242.88067638281794,"-1,1",20,14,0,1,0.8,-0.45245084573660155
s_-1,0.8947529287297145,0.43081315892829247,0.7213619651481773,2.2792282575963148,242.88067638281794,"-1,1",20,14,0,1,0.8,-0.45245084573660155
s_1,0.8103345634064397,0.3756042301875838,0.6715880210017945,2.2792282575963148,242.88067638281794,"-1,1",20,14,0,1,0.8,-0.45245084573660155
pop,1.0372578886694817,0.2876686599820743,0.8982977060387674,1.8427907355941813,214.31910905549418,"-1,1",20,14,0.2,1,0.8,-0.4496385215989993
s_-1,0.9304667674098722,0.4478312842728778,0.7437989118591195,1.8427907355941813,214.31910905549418,"-1,1",20,14,0.2,1,0.8,-0.4496385215989993
s_1,0.7821598649992249,0.35182103621408967,0.6559920254148569,1.8427907355941813,214.31910905549418,"-1,1",20,14,0.2,1,0.8,-0.4496385215989993
pop,0.7414903887573219,0.0632496787793105,0.7184077898148284,1.2262995089990631,210.67400162291085,"-1,1",0,15,0,1,0.8,NA
s_-1,0.7473645196021105,0.07232957331870081,0.7208191383627157,1.2262995089990631,210.67400162291085,"-1,1",0,15,0,1,0.8,NA
s_1,0.7473645196021105,0.07232957331870081,0.7208191383627157,1.2262995089990631,210.67400162291085,"-1,1",0,15,0,1,0.8,NA
pop,0.7378865213917899,0.06737300842083797,0.713443711778322,0.7062896988230946,231.87036453529242,"-1,1",0,15,0.2,1,0.8,NA
s_-1,0.7430132448870567,0.07460815037369568,0.7158064402731441,0.7062896988230946,231.87036453529242,"-1,1",0,15,0.2,1,0.8,NA
s_1,0.7430132448870567,0.07460815037369568,0.7158064402731441,0.7062896988230946,231.87036453529242,"-1,1",0,15,0.2,1,0.8,NA
pop,0.7383037698960051,0.06855515696363385,0.713425326741651,0.7078764198435734,230.23186431414695,"-1,1",1,15,0,1,0.8,0.9728141399219017
s_-1,0.7449628324439002,0.07783495146083148,0.7165276608726564,0.7078764198435734,230.23186431414695,"-1,1",1,15,0,1,0.8,0.9728141399219017
s_1,0.7422647966119651,0.07805439414380654,0.7138542795057584,0.7078764198435734,230.23186431414695,"-1,1",1,15,0,1,0.8,0.9728141399219017
pop,0.774861288646291,0.058965541781012,0.7523497132394533,0.6596842791672509,220.74215270590167,"-1,1",1,15,0.2,1,0.8,0.9669283908269134
s_-1,0.780263427603487,0.06921498636166167,0.7537223749212945,0.6596842791672509,220.74215270590167,"-1,1",1,15,0.2,1,0.8,0.9669283908269134
s_1,0.7794837057101791,0.06733400327186856,0.7536776699175897,0.6596842791672509,220.74215270590167,"-1,1",1,15,0.2,1,0.8,0.9669283908269134
pop,0.769270533304254,0.05496978408217332,0.7484151328257665,0.748768041290246,180.34742113714768,"-1,1",2,15,0,1,0.8,0.8505188013411493
s_-1,0.7782739378613198,0.07048973144546729,0.7513215343143239,0.748768041290246,180.34742113714768,"-1,1",2,15,0,1,0.8,0.8505188013411493
s_1,0.7668709361190138,0.06249009329661593,0.7432804795610363,0.748768041290246,180.34742113714768,"-1,1",2,15,0,1,0.8,0.8505188013411493
pop,0.7032059763848311,0.06783961786153239,0.6797533666281032,-0.12904234018861466,312.01310623766017,"-1,1",2,15,0.2,1,0.8,0.8918787091687299
s_-1,0.7063192426616743,0.08221262252775273,0.6778737147071552,-0.12904234018861466,312.01310623766017,"-1,1",2,15,0.2,1,0.8,0.8918787091687299
s_1,0.7094024254655141,0.08048923866575412,0.6814196496869258,-0.12904234018861466,312.01310623766017,"-1,1",2,15,0.2,1,0.8,0.8918787091687299
pop,0.7205822556778573,0.062475983873006534,0.6984206570061526,-0.3337917804670672,268.62846133714885,"-1,1",3,15,0,1,0.8,0.7738270603782245
s_-1,0.7272951969289722,0.0818227122855987,0.6981409992517701,-0.3337917804670672,268.62846133714885,"-1,1",3,15,0,1,0.8,0.7738270603782245
s_1,0.7205289649828732,0.08222660851793616,0.6915063345099992,-0.3337917804670672,268.62846133714885,"-1,1",3,15,0,1,0.8,0.7738270603782245
pop,0.7509442254135069,0.05682032148422267,0.7299099870812485,-0.28478100547790436,222.46733703002485,"-1,1",3,15,0.2,1,0.8,0.7274123108723004
s_-1,0.7571333773672989,0.07521185900712973,0.7291893957883108,-0.28478100547790436,222.46733703002485,"-1,1",3,15,0.2,1,0.8,0.7274123108723004
s_1,0.7541946203586554,0.07842692967876226,0.7251923913632862,-0.28478100547790436,222.46733703002485,"-1,1",3,15,0.2,1,0.8,0.7274123108723004
pop,0.75519706574731,0.05164039394860987,0.7359473143854941,1.2954556168996725,196.19815775923803,"-1,1",4,15,0,1,0.8,0.5583517769671995
s_-1,0.7476040525321334,0.07824976565673845,0.7189189414464379,1.2954556168996725,196.19815775923803,"-1,1",4,15,0,1,0.8,0.5583517769671995
s_1,0.7703093705948089,0.0797798686000812,0.740186572817488,1.2954556168996725,196.19815775923803,"-1,1",4,15,0,1,0.8,0.5583517769671995
pop,0.7812544889262379,0.047006166269652115,0.7631066996118891,-0.9670318566312863,173.00984177877967,"-1,1",4,15,0.2,1,0.8,0.4860048980460535
s_-1,0.778840679525256,0.07509452033024903,0.7501395422562445,-0.9670318566312863,173.00984177877967,"-1,1",4,15,0.2,1,0.8,0.4860048980460535
s_1,0.7812888480889096,0.07098895340343375,0.7540437940882675,-0.9670318566312863,173.00984177877967,"-1,1",4,15,0.2,1,0.8,0.4860048980460535
pop,0.7539721111533133,0.04931305233267208,0.7356090924893227,0.4712804803398563,241.5338466729284,"-1,1",5,15,0,1,0.8,0.32317162024916185
s_-1,0.7494351604018574,0.0886428337878547,0.7169444675148265,0.4712804803398563,241.5338466729284,"-1,1",5,15,0,1,0.8,0.32317162024916185
s_1,0.7515170141349365,0.07896295895648549,0.7224241051481011,0.4712804803398563,241.5338466729284,"-1,1",5,15,0,1,0.8,0.32317162024916185
pop,0.7335288121360405,0.05502494737589318,0.7136227086881654,-0.04348156023152524,262.9694931958368,"-1,1",5,15,0.2,1,0.8,0.3439137919135868
s_-1,0.7410785950635874,0.0886164188816059,0.7089595526408159,-0.04348156023152524,262.9694931958368,"-1,1",5,15,0.2,1,0.8,0.3439137919135868
s_1,0.7227915252317129,0.0853985030910164,0.6925784952568464,-0.04348156023152524,262.9694931958368,"-1,1",5,15,0.2,1,0.8,0.3439137919135868
pop,0.7575499750426133,0.05303326865533183,0.7377262896200127,0.7939443472195928,246.25792431278956,"-1,1",6,15,0,1,0.8,0.20734378766180822
s_-1,0.7575165930452833,0.09299760072049168,0.7230993612229515,0.7939443472195928,246.25792431278956,"-1,1",6,15,0,1,0.8,0.20734378766180822
s_1,0.7426072747046119,0.09567201235187817,0.7079201690672937,0.7939443472195928,246.25792431278956,"-1,1",6,15,0,1,0.8,0.20734378766180822
pop,0.7657123621391136,0.04026754189605535,0.7504498464011163,-0.9743364405225788,199.50355952040073,"-1,1",6,15,0.2,1,0.8,0.09054356106094588
s_-1,0.7522686866942175,0.09104543945366769,0.7187911456133896,-0.9743364405225788,199.50355952040073,"-1,1",6,15,0.2,1,0.8,0.09054356106094588
s_1,0.7689593389171637,0.08921426693671279,0.73541205367388085,-0.9743364405225788,199.50355952040073,"-1,1",6,15,0.2,1,0.8,0.09054356106094588
pop,0.775667507177933,0.042893713764454076,0.7592089996512809,-0.7729871017748919,207.54897838775568,"-1,1",7,15,0,1,0.8,-0.1475566163299947
s_-1,0.7547279115880087,0.10199308294482513,0.7172043169041944,-0.7729871017748919,207.54897838775568,"-1,1",7,15,0,1,0.8,-0.1475566163299947
s_1,0.7741141952487098,0.10033683212016506,0.736236196002966,-0.7729871017748919,207.54897838775568,"-1,1",7,15,0,1,0.8,-0.1475566163299947
pop,0.771210116308936,0.0415464266988585,0.7553548565321271,0.6877805260796636,224.55301035269113,"-1,1",7,15,0.2,1,0.8,-0.17697913840473734
s_-1,0.7628749735170667,0.10476517276555333,0.7239422107306983,0.6877805260796636,224.55301035269113,"-1,1",7,15,0.2,1,0.8,-0.17697913840473734
s_1,0.7548765525055924,0.10199064524991361,0.71734644202161435,0.6877805260796636,224.55301035269113,"-1,1",7,15,0.2,1,0.8,-0.17697913840473734
pop,0.7856617095935339,0.04213139668711855,0.7692843034053352,1.8553390539183698,219.7604544448032,"-1,1",8,15,0,1,0.8,-0.33440897771785616
s_-1,0.8142640689186799,0.11797722506674233,0.7676209908596895,1.8553390539183698,219.7604544448032,"-1,1",8,15,0,1,0.8,-0.33440897771785616
s_1,0.7327519267151646,0.11525300870804685,0.6917196231553722,1.8553390539183698,219.7604544448032,"-1,1",8,15,0,1,0.8,-0.33440897771785616
pop,0.7744942947585096,0.04439590258031179,0.7574915196847586,0.19804232533153682,236.21982111585433,"-1,1",8,15,0.2,1,0.8,-0.26065186278678265
s_-1,0.7610985834943138,0.11912974114966132,0.7170876105399409,0.19804232533153682,236.21982111585433,"-1,1",8,15,0.2,1,0.8,-0.26065186278678265
s_1,0.7681562055044933,0.11698287228064064,0.7245144228730983,0.19804232533153682,236.21982111585433,"-1,1",8,15,0.2,1,0.8,-0.26065186278678265
pop,0.8032846890919332,0.05270692263506461,0.7823918653883736,0.39480697850352303,251.49721187891836,"-1,1",9,15,0,1,0.8,-0.5004490246276775
s_-1,0.7820443391639865,0.15023318131747337,0.7254519558272301,0.39480697850352303,251.49721187891836,"-1,1",9,15,0,1,0.8,-0.5004490246276775
s_1,0.777998428992643,0.15148808495864655,0.7212461374173162,0.39480697850352303,251.49721187891836,"-1,1",9,15,0,1,0.8,-0.5004490246276775
pop,0.8153592746306646,0.04134258910288616,0.7986777512416704,-0.8284983105193604,228.49079803506754,"-1,1",9,15,0.2,1,0.8,-0.4537048957454758
s_-1,0.7799745965081041,0.13832811459407968,0.7278516815292007,-0.8284983105193604,228.49079803506754,"-1,1",9,15,0.2,1,0.8,-0.4537048957454758
s_1,0.8133303347106656,0.13808515759655293,0.7590705801012008,-0.8284983105193604,228.49079803506754,"-1,1",9,15,0.2,1,0.8,-0.4537048957454758
pop,0.8586056736851991,0.05576071322806288,0.8349980647807145,1.1597596530164647,229.7470510824107,"-1,1",10,15,0,1,0.8,-0.6575972740980104
s_-1,0.8266248619052982,0.17793780498571973,0.756257613281516,1.1597596530164647,229.7470510824107,"-1,1",10,15,0,1,0.8,-0.6575972740980104
s_1,0.8066474683076746,0.18242950909811484,0.7363252788330474,1.1597596530164647,229.7470510824107,"-1,1",10,15,0,1,0.8,-0.6575972740980104
pop,0.8367525544012112,0.05304027977026532,0.8148534270583263,0.0923095429943823,263.99282552066893,"-1,1",10,15,0.2,1,0.8,-0.6032246418122269
s_-1,0.7966634321531857,0.18271021784681554,0.7271095742330095,0.0923095429943823,263.99282552066893,"-1,1",10,15,0.2,1,0.8,-0.6032246418122269
s_1,0.8044902726016587,0.18390756373075134,0.7338136351125398,0.0923095429943823,263.99282552066893,"-1,1",10,15,0.2,1,0.8,-0.6032246418122269
pop,0.9182499193516804,0.076418538748304,0.8838261032423336,0.009126309365094645,227.7847719429521,"-1,1",11,15,0,1,0.8,-0.7012741910228957
s_-1,0.8777233343756493,0.2340857383770527,0.7807762099945996,0.009126309365094645,227.7847719429521,"-1,1",11,15,0,1,0.8,-0.7012741910228957
s_1,0.8297120486032755,0.22375772138361233,0.7418891589287924,0.009126309365094645,227.7847719429521,"-1,1",11,15,0,1,0.8,-0.7012741910228957
pop,0.959774677654353,0.07931132084667449,0.922458958701871,-0.6256888057752588,169.0256758787904,"-1,1",11,15,0.2,1,0.8,-0.7970833020926509
s_-1,0.8597724030183637,0.22415263312819872,0.7686159193114267,-0.6256888057752588,169.0256758787904,"-1,1",11,15,0.2,1,0.8,-0.7970833020926509
s_1,0.9115223265202362,0.23512751191820047,0.8104197571344847,-0.6256888057752588,169.0256758787904,"-1,1",11,15,0.2,1,0.8,-0.7970833020926509
pop,0.9662908487480669,0.11558578471389537,0.912029177284329,-0.3843420249222583,233.39796563230445,"-1,1",12,15,0,1,0.8,-0.7346246698035661
s_-1,0.8476574424422846,0.2563471068207466,0.7456848377123454,-0.3843420249222583,233.39796563230445,"-1,1",12,15,0,1,0.8,-0.7346246698035661
s_1,0.8967037089912612,0.2766792625017638,0.7808521809424164,-0.3843420249222583,233.39796563230445,"-1,1",12,15,0,1,0.8,-0.7346246698035661
pop,0.9585275325186747,0.11164379280290258,0.9064867289969022,0.8571048635892873,248.57366650819435,"-1,1",12,15,0.2,1,0.8,-0.7220102951991817
s_-1,0.8945387665446886,0.25788440854490285,0.7863217316873417,0.8571048635892873,248.57366650819435,"-1,1",12,15,0.2,1,0.8,-0.7220102951991817
s_1,0.8341252906710409,0.26487983281230876,0.7306566886718542,0.8571048635892873,248.57366650819435,"-1,1",12,15,0.2,1,0.8,-0.7220102951991817
pop,0.9743321669606243,0.1385837389091537,0.9091048280263727,1.3420368485903624,277.06537233218296,"-1,1",13,15,0,1,0.8,-0.7196250125275828
s_-1,0.8950156704730546,0.3000520406833245,0.7703270821669291,1.3420368485903624,277.06537233218296,"-1,1",13,15,0,1,0.8,-0.7196250125275828
s_1,0.844763934794942,0.2891186449201948,0.7310617275227158,1.3420368485903624,277.06537233218296,"-1,1",13,15,0,1,0.8,-0.7196250125275828
pop,1.0003112104711074,0.15159007658566878,0.9272946818925316,0.4047432845136293,247.85281141874157,"-1,1",13,15,0.2,1,0.8,-0.7194257686527248
s_-1,0.8969413299675575,0.29856113463940925,0.7725601622323673,0.4047432845136293,247.85281141874157,"-1,1",13,15,0.2,1,0.8,-0.7194257686527248
s_1,0.8561814359811936,0.29516504465363147,0.7387058392562031,0.4047432845136293,247.85281141874157,"-1,1",13,15,0.2,1,0.8,-0.7194257686527248
pop,1.0092680387630308,0.13597522464512246,0.9429309165127873,-0.4517491283382085,252.7104905261862,"-1,1",14,15,0,1,0.8,-0.72417742620981
s_-1,0.8983297683779049,0.34247920395939346,0.7569503203557154,-0.4517491283382085,252.7104905261862,"-1,1",14,15,0,1,0.8,-0.72417742620981
s_1,0.8802928812681614,0.3293999841209956,0.7466187497371253,-0.4517491283382085,252.7104905261862,"-1,1",14,15,0,1,0.8,-0.72417742620981
