asp.effects,clim.sd,asp.mag,lt.lam,rep
"-2,1",4,13,0.7599595764907938,1
"-2,1",5,13,0.7818622701834913,1
"-2,1",6,13,0.7805735167066032,1
"-2,1",7,13,0.7979706999930942,1
"-2,1",8,13,0.7856536172127492,1
"-2,1",9,13,0.8094792379416264,1
"-2,1",10,13,0.7899024063082026,1
"-2,1",11,13,0.7605441552783583,1
"-2,1",12,13,0.788652667968461,1
"-2,1",13,13,0.765463267885164,1
"-2,1",14,13,0.7971480851290197,1
"-2,1",15,13,0.8294817751580613,1
"-2,1",16,13,0.7554457380003623,1
"-2,1",17,13,0.7476436597923991,1
"-2,1",18,13,0.7187209168565822,1
"-2,1",19,13,0.7314200017018417,1
"-2,1",20,13,0.7183720270814775,1
"-2,1",21,13,0.7470123357964047,1
"-2,1",22,13,0.6863297983849829,1
"-2,1",23,13,0.6749382266665503,1
"-2,1",24,13,0.6989188656646852,1
"-2,1",25,13,0.6805145324790617,1
"-2,1",26,13,0.6962346373523859,1
"-2,1",27,13,0.6719382139549857,1
"-2,1",28,13,0.6285856033712597,1
"-2,1",29,13,0.6953390578908613,1
"-2,1",30,13,0.6502631169196093,1
"-2,1",0,14,0.7058757356615656,1
"-2,1",1,14,0.6985417385661586,1
"-2,1",2,14,0.7062371821492714,1
"-2,1",3,14,0.6938704791118002,1
"-2,1",4,14,0.7290228970942991,1
"-2,1",5,14,0.7211801677621947,1
"-2,1",6,14,0.7437334617966656,1
"-2,1",7,14,0.757801263482099,1
"-2,1",8,14,0.7516394287288645,1
"-2,1",9,14,0.7690386047803661,1
"-2,1",10,14,0.7680178885938118,1
"-2,1",11,14,0.7518588618181077,1
"-2,1",12,14,0.7401310124883399,1
"-2,1",13,14,0.7298131469609549,1
"-2,1",14,14,0.8133997602446639,1
"-2,1",15,14,0.740525355618455,1
"-2,1",16,14,0.7510697408821896,1
"-2,1",17,14,0.7540333738897605,1
"-2,1",18,14,0.7283438497719268,1
"-2,1",19,14,0.7247659986366527,1
"-2,1",20,14,0.6931280937895405,1
"-2,1",21,14,0.7069411984542674,1
"-2,1",22,14,0.691275191910996,1
"-2,1",23,14,0.7065317172415722,1
"-2,1",24,14,0.7084971858553768,1
"-2,1",25,14,0.6649481183601383,1
"-2,1",26,14,0.6719770235302669,1
"-2,1",27,14,0.6748822014306726,1
"-2,1",28,14,0.6528267496883214,1
"-2,1",29,14,0.6642712356928921,1
"-2,1",30,14,0.6416506266021742,1
"-2,1",0,15,0.6478759786870505,1
"-2,1",1,15,0.6529107729823712,1
"-2,1",2,15,0.6554096177750869,1
"-2,1",3,15,0.6663350745374469,1
"-2,1",4,15,0.675326769528111,1
"-2,1",5,15,0.6811310085084368,1
